route_id,trip_id,trip_headsign,trip_direction_name
10670,1179387,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179388,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179389,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179390,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179391,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179392,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179393,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179394,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179395,U.W. HOSPITAL VIA EAGLE HEIGHTS,West Loop
10670,1179427,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179428,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179429,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179430,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179431,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179432,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179433,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179452,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179434,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179453,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179435,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179454,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179436,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179455,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179437,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179456,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179438,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179457,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179439,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179458,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179440,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179459,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179441,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179460,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179442,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179443,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179444,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179445,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179446,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179447,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179448,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179449,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179450,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179451,U.W. HOSPITAL VIA EAGLE HEIGHTS,West Loop
10670,1179290,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179291,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179292,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179293,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179294,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179295,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179296,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179297,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179298,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179299,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179300,U.W. HOSPITAL VIA EAGLE HEIGHTS,West Loop
10670,1179263,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179267,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179271,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179273,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179274,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179275,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179276,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179277,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179278,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179279,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179280,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179281,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179289,U.W. HOSPITAL VIA EAGLE HEIGHTS,West Loop
10670,1179367,MEMORIAL UNION,West Loop
10670,1179368,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179301,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179302,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179303,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179304,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179305,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179306,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179307,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179308,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179309,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179310,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
