route_id,route_short_name,service_id,trip_id,trip_headsign,direction_id,trip_direction_name,block_id,shape_id,shape_code,trip_type,trip_sort,trip_short_name,block_transfer_id,wheelchair_accessible,bikes_allowed
10675,A,109_WKD,1180338,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207497,64025,AjP,A1,40920,,207497,1,1
10675,A,109_WKD,1180379,2-AMERICAN CENTER,0,Eastbound,207492,64028,AjH,A2,41820,,,1,1
10675,A,109_WKD,1180355,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207498,64025,AjP,A1,42720,,207498,1,1
10675,A,109_WKD,1180380,2-AMERICAN CENTER,0,Eastbound,207491,64028,AjH,A2,43620,,,1,1
10675,A,109_WKD,1180339,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207494,64025,AjP,A1,44520,,207494,1,1
10675,A,109_WKD,1180381,2-AMERICAN CENTER,0,Eastbound,207490,64028,AjH,A2,45420,,,1,1
10675,A,109_WKD,1180356,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207495,64025,AjP,A1,46320,,207495,1,1
10675,A,109_WKD,1180382,2-AMERICAN CENTER,0,Eastbound,207486,64028,AjH,A2,47220,,,1,1
10675,A,109_WKD,1180340,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207496,64025,AjP,A1,48120,,207496,1,1
10675,A,109_WKD,1180383,2-AMERICAN CENTER,0,Eastbound,207493,64028,AjH,A2,48960,,,1,1
10675,A,109_WKD,1180357,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207487,64025,AjP,A1,49860,,207487,1,1
10675,A,109_WKD,1180384,2-AMERICAN CENTER,0,Eastbound,207489,64028,AjH,A2,50760,,,1,1
10675,A,109_WKD,1180341,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207488,64025,AjP,A1,51660,,207488,1,1
10675,A,109_WKD,1180385,2-AMERICAN CENTER,0,Eastbound,207492,64028,AjH,A2,52560,,,1,1
10675,A,109_WKD,1180358,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207497,64025,AjP,A1,53460,,207497,1,1
10675,A,109_WKD,1180386,2-AMERICAN CENTER,0,Eastbound,207491,64028,AjH,A2,54360,,,1,1
10675,A,109_WKD,1180342,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207498,64025,AjP,A1,55200,,207498,1,1
10675,A,109_WKD,1180387,2-AMERICAN CENTER,0,Eastbound,207490,64028,AjH,A2,56100,,,1,1
10675,A,109_WKD,1180359,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207494,64025,AjP,A1,57000,,207494,1,1
10675,A,109_WKD,1180388,2-AMERICAN CENTER,0,Eastbound,207486,64028,AjH,A2,57900,,,1,1
10675,A,109_WKD,1180343,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207495,64025,AjP,A1,58800,,207495,1,1
10675,A,109_WKD,1180389,2-AMERICAN CENTER,0,Eastbound,207493,64028,AjH,A2,59820,,,1,1
10675,A,109_WKD,1180360,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207496,64025,AjP,A1,60720,,207496,1,1
10675,A,109_WKD,1180390,2-AMERICAN CENTER,0,Eastbound,207489,64028,AjH,A2,61620,,,1,1
10675,A,109_WKD,1180344,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207487,64025,AjP,A1,62520,,207487,1,1
10675,A,109_WKD,1180391,2-AMERICAN CENTER,0,Eastbound,207492,64028,AjH,A2,63540,,,1,1
10675,A,109_WKD,1180361,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207488,64025,AjP,A1,64440,,207488,1,1
10675,A,109_WKD,1180392,2-AMERICAN CENTER,0,Eastbound,207491,64028,AjH,A2,65400,,,1,1
10675,A,109_WKD,1180345,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207497,64025,AjP,A1,66300,,,1,1
10675,A,109_WKD,1180393,2-AMERICAN CENTER,0,Eastbound,207490,64028,AjH,A2,67200,,,1,1
10675,A,109_WKD,1180362,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207307,64025,AjP,A1,68100,,207307,1,1
10675,A,109_WKD,1180363,2-AMERICAN CENTER VIA HIGH CROSSING,0,Eastbound,207494,64024,AjHc,A2,69900,,,1,1
10675,A,109_WKD,1180346,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207495,64025,AjP,A1,71700,,207495,1,1
10675,A,109_WKD,1180364,2-AMERICAN CENTER VIA HIGH CROSSING,0,Eastbound,207489,64024,AjHc,A2,73500,,,1,1
10675,A,109_WKD,1180347,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207488,64025,AjP,A1,75360,,207488,1,1
10675,A,109_WKD,1180365,2-AMERICAN CENTER VIA HIGH CROSSING,0,Eastbound,207490,64024,AjHc,A2,77160,,,1,1
10675,A,109_WKD,1180348,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207307,64025,AjP,A1,78960,,207307,1,1
10675,A,109_WKD,1180367,2-AMERICAN CENTER VIA HIGH CROSSING,0,Eastbound,207494,64024,AjHc,A2,80760,,,1,1
10675,A,109_WKD,1180366,1-SUN PRAIRIE VIA HIGH CROSSING,0,Eastbound,207495,64025,AjP,A1,82680,,,1,1
10675,A,109_WKD,1180394,EAST TOWNE,0,Eastbound,207489,64027,AjE,,84180,,,1,1
